Annual_Revenue,Loan_Amount,GST_Billing,Repayment_History,Credit_Score,Credit_Utilization_Ratio,Credit_Age
1844027,530993,94,0,355,20.243667116621793,6
4666500,978938,80,0,439,22.15221548098355,26
9679875,2584328,71,1,472,21.10617381195281,22
8384479,1372413,84,1,491,61.26997958425717,26
997562,178462,81,0,329,24.550406751931586,3
12737301,2193511,81,0,682,37.65338266590906,9
5078238,1100535,78,0,452,81.74307279248094,28
6062067,514747,90,0,481,47.916931221029785,10
5737196,329850,93,1,400,63.40461908168217,14
2100396,266713,71,1,300,23.785589696130387,11
10055196,2274185,91,0,601,25.383121504693662,18
13521573,1358422,72,1,641,13.269489301318309,22
19773297,4317659,81,0,893,23.514805045773166,12
11566226,3382866,97,1,504,32.287227122556686,23
13546468,995329,99,0,706,24.160838742139745,12
17852494,3894531,95,1,637,17.096202700564447,13
18455265,2970145,85,1,732,19.650869688048065,25
13560919,3621247,90,0,706,46.86230144261806,13
7636029,719981,97,1,359,26.5066974724634,19
3814692,851273,93,0,414,39.14158888384604,26
13082006,3395157,95,0,692,50.27338166838855,19
6785088,1941577,99,0,503,65.23158629034923,23
18387605,4060203,70,1,677,13.144971187287915,14
16853425,2937445,90,1,721,73.95283191272341,4
12960255,2649877,72,1,520,60.23203115927262,13
4412942,1179253,89,1,369,16.540722555909753,8
9001424,1734146,71,0,570,79.88628992854218,29
7968810,458977,78,1,480,83.66979204254505,23
2135156,603687,88,0,364,14.8862367883891,21
10655224,2369526,84,0,619,32.1502118517763,23
5501045,1205434,87,0,465,74.4961023834449,19
4963418,515792,95,1,300,69.86077523069267,12
10770156,2312582,80,1,540,24.761681548510186,18
4845760,719431,94,0,445,26.747945866936824,6
3751298,798307,92,0,412,39.63776822331056,18
4965150,380570,85,1,300,48.761838815281706,19
7749903,1662054,91,0,532,59.460381722423676,22
18600699,5577483,86,1,694,39.51309116558179,5
2222320,137901,74,1,316,47.002777290651835,24
13798372,4060771,81,0,713,69.79767505070052,9
19609733,2975325,80,0,888,12.934656231247832,27
3696340,989467,99,1,357,30.19495554752166,3
14941444,3669564,84,1,558,67.0679668707642,28
12743026,2443527,96,0,682,81.61654701497595,10
8747752,2052330,72,1,407,50.93419536925329,19
18364557,4951615,70,0,850,52.569078821225254,3
6695200,1011210,89,0,500,18.573760907182084,29
4477266,589916,98,1,300,45.79298934587637,29
6058956,1314177,85,1,350,52.60938131640185,22
18120739,4565728,71,0,843,29.397640290778373,15
9434845,2269752,71,1,404,31.539458475950475,1
14332640,3575325,72,0,729,40.18273304836981,7
4540479,721463,77,0,436,11.60569582221811,12
592193,150688,93,0,317,35.76633324665426,17
13588862,1087819,97,1,560,26.91584055972357,30
18464103,3436580,84,0,853,36.19978817423317,21
14443554,742971,76,0,733,19.580970545540097,26
19992730,2621975,75,0,899,81.2421824591916,29
13770321,1950089,78,1,613,57.48739628432389,24
3158571,470763,89,0,394,64.32818553155917,20
17189088,3848066,97,1,639,73.13369908858706,5
11111677,1634966,70,0,633,49.87537591432458,4
7602173,1232870,77,0,528,16.953623046993897,28
12334106,1349178,92,0,670,52.968523345483824,12
17758896,2545079,92,1,775,56.94728944167033,30
5665679,605193,100,1,300,69.6351579347464,20
15461406,1055998,72,0,763,44.53276369837435,28
15181316,3049351,73,0,755,20.2064242236451,24
13909108,3019016,95,0,717,32.702072463897956,18
4600673,942551,94,0,438,39.046583711890804,17
2034026,337391,84,0,361,61.6733793065281,19
9204434,1334149,75,0,576,55.662264373512954,9
15785669,4196358,84,0,773,38.4877380718277,4
827359,148734,100,0,324,88.92121990343837,26
17251329,2929197,90,0,817,58.46198554855097,21
17594753,992529,72,1,629,28.97814333887956,2
16957553,2294559,94,0,808,18.1425978096323,4
7453757,1081159,90,0,523,22.22873113474656,2
1050222,157224,90,1,300,29.67661827076065,15
19850835,3871768,83,0,895,22.854509860764452,2
2953752,541719,89,0,388,24.92536192410446,4
10820855,2185555,83,0,624,32.807613495507766,6
18630254,4494005,73,0,858,23.869887623580386,7
5157693,1306167,81,0,454,81.74123397011401,10
1207689,277201,86,0,336,16.418699652931377,19
13336402,3852632,76,1,607,51.960911165620374,19
10504560,573109,78,0,615,42.83174615917292,26
18573732,1837768,72,0,857,88.59028935268852,22
14642224,759795,97,0,739,18.963112173444188,29
2354971,498944,82,0,370,41.82844792365933,12
16545907,4541977,84,0,796,87.55763466202951,3
15403841,1707832,87,1,662,79.24057007151842,13
16039973,4519400,88,0,781,75.3657656759424,18
2349396,152867,70,0,370,30.632226163595185,8
16234209,4604167,75,0,787,23.671006991205267,21
3191276,440095,96,0,395,63.49145759395448,15
3026954,228096,96,1,300,84.35007913020686,1
7049546,1208771,92,0,511,54.541031441114384,3
17163288,1959946,96,0,814,55.72901515759199,26
13581782,1646359,96,0,707,32.39832749282273,8
15382910,1950898,71,1,586,71.55943465535495,4
8501482,2131801,93,0,555,24.96349988460187,16
10614959,1961541,83,0,618,35.89433891233949,30
1572647,201026,75,1,300,44.034915089313344,23
2131107,431726,83,1,300,50.6088302947564,10
9917063,2271380,73,0,597,29.39277859320642,12
5606563,662449,90,0,468,19.186945979136283,14
8734679,1339788,77,0,562,58.849603395330604,14
15511932,1248268,99,0,765,33.09044425922046,2
19227583,1832145,72,0,876,56.49905771380898,23
2410705,531028,88,0,372,22.349017221936187,5
2101596,200407,99,0,363,48.4912081483854,5
8257202,1496955,100,0,547,52.60715460412687,6
6848564,1556415,83,0,505,14.145882945794153,13
6223601,477469,96,1,362,36.92834225551365,9
17118153,3283741,89,0,813,20.75317415511794,30
2882357,328994,86,0,386,15.06999763782142,22
12375732,3598017,94,0,671,89.19681859119562,28
8404069,1436141,77,1,416,35.788307597977834,29
15310624,3850593,93,0,759,74.7899556683708,15
14130084,2650191,83,0,723,30.371252381101108,14
19522347,1187995,95,0,885,64.52021777791434,24
14281337,2974628,75,0,728,70.81822879117493,7
15928653,4585076,92,0,777,57.651099248627546,25
16599248,3326538,91,0,797,47.72609508401267,20
15177069,3867074,85,0,755,42.947273131781486,2
8980473,2434171,94,1,406,37.90946132343962,7
12933196,1384109,88,0,687,84.36233153982607,6
5955770,613511,83,0,478,76.44955262301833,17
1572200,318756,88,1,300,87.20215285332101,27
11389464,1739821,72,0,641,19.943777878843576,25
12957080,3368391,79,0,688,68.46939801629154,25
1722869,473798,88,0,351,85.06723654568303,28
16108046,2228634,78,0,783,24.498645293252814,2
17012055,1858016,97,1,623,15.3197013893422,3
3625354,888688,89,1,300,69.28965194320472,5
10318159,1224781,82,0,609,55.95784905439295,5
11645552,2977227,76,0,649,77.34630214066176,1
15275321,2381950,83,1,669,21.18179013010316,8
5282883,1145791,100,1,320,73.62138494879122,12
7001632,517307,78,1,393,26.130185603819562,24
15652994,3223966,96,0,769,23.09247542925636,4
8583123,1398550,97,0,557,23.141263834479435,13
14607262,2872548,92,1,595,75.16597761851057,23
9806167,902202,94,0,594,63.21577765569601,15
1135605,265979,97,0,334,51.845233981529546,11
7979821,2120232,88,0,539,38.7064387298802,10
5083897,529665,84,0,452,80.17604326504866,3
9703739,717384,89,0,591,41.395608593810834,22
7913718,442453,83,0,537,75.32795515772617,14
567661,119488,93,1,300,45.13079268561747,16
7359991,1485051,75,0,520,40.155554353992606,10
8085153,1509290,90,1,357,47.01438285356851,29
10966615,1184249,98,0,628,34.110229933131365,10
1807506,267016,73,0,354,69.80875041410009,12
10859814,2156966,77,1,464,50.217631207398334,30
3466422,603821,86,0,403,28.577015611745384,9
17099789,5077720,99,0,812,81.96596586196547,1
4208654,353989,78,0,426,40.711297709856915,5
618033,138307,70,0,318,53.48422888911909,20
9518873,1438108,93,1,533,82.51776887716376,8
11598917,1821608,89,1,508,59.93903967311937,11
6372354,1461814,94,0,491,19.351843256669127,12
1715502,382744,83,0,351,85.18656988907802,1
14702047,4378475,80,0,741,60.216644245713425,25
16040184,1316876,90,1,602,36.79244917256689,22
13514646,1027483,72,0,705,21.141765813070982,20
10310404,2382576,78,0,609,73.52201514162368,28
11651387,2267321,96,0,649,59.60582047428108,25
19596265,2322944,83,0,887,52.67688735810572,11
6792518,474490,99,0,503,81.51140664407662,5
8087768,577584,78,1,358,73.08777689796246,15
2692614,736558,73,0,380,22.133990378620094,5
14530933,1423549,96,0,735,34.93776542364386,12
18047389,2361372,73,1,776,29.87913118515726,5
11557963,1232819,97,1,524,69.51570340581415,17
15711913,2180013,77,0,771,12.68259477886235,17
967010,65133,71,0,329,55.59117478970532,24
2155016,387396,78,0,364,70.99669485925524,12
13469105,901125,98,0,704,80.14125094093995,24
4721038,1180680,83,0,441,37.366539897272595,28
11011829,1193990,91,0,630,75.70058437376103,15
4380993,810496,78,0,431,18.850538956416578,15
13620110,3677698,93,1,549,77.71618333876145,6
14467111,3077434,100,0,734,20.199092986558593,12
3068103,562197,100,0,392,41.78298324482938,27
8969872,1175801,92,0,569,73.78362926236429,29
8911883,1187512,85,1,511,21.993394187901902,20
11582322,2517669,98,1,558,28.340111618611317,18
16703305,4986518,99,1,653,67.7802054714453,14
11348680,2445184,86,1,448,67.60292292368595,2
6982532,1322811,85,1,375,61.29181063082378,9
16422693,3820946,99,0,792,65.515875557368,5
5696467,947330,81,0,470,53.417955467807694,20
2500609,162628,72,0,375,30.14392471255622,26
9801434,1867900,80,1,437,37.65567948031355,29
19974359,5780705,83,1,824,24.527817344114055,1
9692300,909387,87,0,590,82.67604490669027,23
10049765,2236085,90,0,601,56.671343581289634,3
18591748,1863514,100,0,857,42.06811334109119,6
17698456,3255753,90,1,713,46.96046429153061,5
12748352,945533,74,0,682,85.78266716894522,21
1444789,234912,85,0,343,22.268112249286418,27
19490789,4659094,89,0,884,56.89838656134378,5
16693014,2285154,74,0,800,50.47109431075728,1
15252367,3297987,72,1,664,58.91633883477183,17
19532579,4860926,81,0,885,11.44881470566724,19
8875741,2501134,70,1,427,79.76991271553212,14
17014877,1848845,90,0,810,84.56946259868899,12
5556861,832578,98,0,466,55.21065468713672,10
6936446,611128,78,0,508,65.73206591015138,20
4648887,1385930,98,1,378,83.79995049418366,21
9557014,2692691,78,0,586,66.57909074507188,18
5112338,945727,73,0,453,22.20312343314091,24
11742014,3058892,72,0,652,56.103068813345054,27
18310471,3300270,86,1,701,58.537203710628475,11
7582212,1561150,71,0,527,43.93045370419088,30
11941374,863135,93,1,532,68.91553884997782,2
3594235,858366,70,0,407,84.74936118152118,25
14815594,1213817,77,0,744,84.04548103254211,18
887952,227774,82,0,326,46.06714971233057,29
18307333,4494578,92,0,849,19.05904366726042,25
2857821,649257,84,0,385,88.78729591698676,7
9413742,555788,77,0,582,77.11184691567473,24
16763882,2108596,81,0,802,19.97301449626135,15
6084263,704424,91,1,391,83.66735060938979,11
744761,104291,81,0,322,79.59170896497027,18
11860428,852891,83,1,573,51.50704457008577,23
17112651,4864090,84,0,813,57.30203485959434,12
8886180,1674605,84,0,566,41.920216309610424,6
14960021,1890663,78,0,748,14.380931105762507,20
564323,84222,88,0,316,36.815779331672076,23
15796274,2555847,95,0,773,74.22827588784091,30
18514931,3705737,89,0,855,10.370561840368229,13
8540979,1528150,98,0,556,36.679933735291534,20
1454480,407033,91,0,343,41.85349548727547,16
18131232,3159201,77,1,651,52.99164823503383,18
5847417,1742761,90,1,421,83.58844931302085,10
9753517,2563772,88,0,592,37.707679549276904,28
6309701,644394,75,0,489,37.75625615169822,23
13871172,3920670,89,0,716,69.00009984877987,8
10493726,829965,94,0,614,46.17743527118457,18
1916012,487361,98,0,357,27.968385835198557,21
6252810,907631,88,0,487,46.195161290615474,1
1071650,288802,73,0,332,21.26856163038399,23
9274533,2476431,92,0,578,24.110958920497865,8
3363793,845931,76,0,400,49.869421819158376,29
5409047,1338780,97,1,388,43.514035960363834,6
7381289,931295,97,1,374,83.187672085448,5
7922212,556375,73,0,537,38.99151192933065,15
4257974,641868,91,1,369,56.44706802224348,22
9291689,867668,81,1,468,60.58114303356243,15
9267500,2073489,82,0,578,11.047556527066691,2
8791923,1200316,72,0,563,63.08298976133685,1
8296324,2438310,91,0,548,24.242877349580112,23
12143208,2553024,81,1,494,86.88562539755641,23
10873904,2779588,71,1,472,21.893018220249036,26
8612074,715931,93,0,558,43.1699298981619,11
19467438,5168675,71,0,884,16.82797344629151,10
12638391,3547461,96,0,679,89.74994014767579,30
19996485,3434705,92,0,899,50.175600826499405,18
11213405,2260210,78,0,636,57.630801385603505,18
16765147,4043794,70,1,637,15.366118191074198,17
18063883,1692760,77,0,841,69.99683763193423,26
10242257,1798965,92,1,460,26.79244744764686,8
14461076,2164327,75,1,683,81.84434315525709,15
18989719,1644386,75,1,724,26.411171238560573,8
4109736,583104,91,0,423,25.255017653093326,17
8560833,573944,94,0,556,12.92397342784759,12
7138155,402970,87,0,514,47.765355608799936,27
18661634,1563687,86,0,859,55.187290661009314,8
17663810,5136261,98,0,829,15.25669115426819,25
12725855,2384601,81,0,681,72.04220933560084,14
18369717,5353955,75,0,851,46.26310677984221,4
5738331,907370,95,0,472,51.951221546206405,1
1635964,209328,96,0,349,45.26101975505825,1
2655748,468833,77,0,379,42.06104487002608,19
11933787,1907949,88,1,541,54.771226504657434,16
1373172,104932,97,1,300,22.419219674457,14
9410852,1978223,79,0,582,24.55425043962169,21
6155378,640218,70,0,484,78.94284968108138,16
5373594,1101033,94,0,461,85.68923697069062,5
4563309,969932,98,0,436,39.864745302380236,9
7441245,654875,82,0,523,31.659573851484303,26
16376696,1070010,86,1,699,61.51996345912126,30
9951244,2439949,72,0,598,42.698733687847714,28
10675529,1760929,77,0,620,12.030908452827589,2
8317304,536806,83,0,549,22.49220778929523,18
14650033,4376207,72,0,739,67.2777783077918,6
18106951,1166904,85,0,843,62.71391535281211,9
7521862,1683082,82,0,525,12.16767940027868,1
12718983,3763798,89,0,681,27.757772954635954,9
8851245,971822,93,0,565,28.485983727045713,25
5782591,494772,86,0,473,63.751419487898275,16
7983058,641408,82,0,539,11.576843020349132,13
19839685,2496205,98,0,895,18.32868655876591,9
3586176,269900,75,1,300,73.99328682985515,21
5845854,1303861,86,0,475,24.28357296434669,13
12183982,798939,83,0,665,62.219688628149974,9
16820656,2983236,86,0,804,29.05462248373812,11
5383680,1610658,99,0,461,17.955311420747613,4
4181262,1059918,77,0,425,29.453775279956325,2
5133078,1046146,80,0,453,67.78135454845273,29
3109089,393496,89,1,328,78.45571744850287,6
19785965,4075393,97,0,893,76.41758916535933,14
18191444,3306483,70,0,845,41.77468236947639,4
1453959,227574,95,0,343,63.44681092565169,6
11078023,915904,76,1,506,26.398743633265678,19
16764230,4554020,90,0,802,33.45181842088106,6
8405477,1365437,90,0,552,81.70686548168958,2
10516389,1037500,86,0,615,11.040153880858883,18
12130982,1721869,99,0,663,16.840682468357446,13
17622482,2705622,79,0,828,26.630900411682184,9
11960083,3072359,80,0,658,12.122576309905577,23
16086926,3754746,91,0,782,24.514834807183785,19
12892092,3124091,99,0,686,56.643324877575374,13
14399040,759661,78,0,731,43.713964047399834,11
9996563,1539855,78,0,599,81.41373688615799,1
14534150,2475689,93,1,570,75.39548493907527,24
12690618,695421,74,0,680,37.34538813583008,30
14404421,1655835,86,0,732,30.7538746745034,22
10821336,2597904,78,0,624,40.375392653381354,7
17059100,1437697,86,0,811,57.22359540118462,25
8053974,1480542,93,1,482,31.4450912658301,21
11250240,1167780,90,0,637,59.93191262793072,15
10303005,546370,88,0,609,42.752932175299236,1
6597091,727661,96,0,497,54.16377446815842,12
13928545,4094552,76,0,717,44.890122330825335,26
8205092,2054426,92,0,546,33.55726076335341,7
8083354,2343317,78,0,542,85.87626455697253,15
6313365,1085668,76,0,489,71.08846353278086,21
4557893,352936,82,1,300,21.209054061316202,19
5897662,1102803,80,0,476,79.47743807183302,28
16913486,2766950,83,1,666,48.99449585996109,29
12106243,3160810,88,1,501,81.56417815152732,25
17143948,1277578,80,1,687,73.98842047578522,1
11188727,1925135,82,0,635,44.017080357538674,17
10788051,944085,100,0,623,11.797544665609392,17
10328366,1354761,83,1,511,31.494188750795686,3
2305468,540261,82,0,369,53.330737172869355,12
3927975,663845,70,0,417,60.67825758609178,6
6856228,987105,77,1,387,30.631014834656185,26
9014716,1339758,81,1,463,21.14848592582593,11
12048718,1986372,88,0,661,76.79441894394392,3
12118627,2984262,81,0,663,88.75217445628417,8
15543403,4243678,77,0,766,52.055214584214866,14
6025633,1740405,77,1,368,23.734342867864278,14
19357370,4775963,98,1,684,31.784586121549516,10
2744702,353659,90,0,382,11.471254123797339,2
13420739,2979856,82,0,702,83.14390452483993,14
16227907,2586741,81,1,659,19.42008663121129,9
8226890,935131,98,0,546,56.121318041140285,3
8857956,2304998,85,0,565,31.92441765497648,21
8704298,518833,70,1,476,54.33424020126347,26
9951337,2741001,82,0,598,62.11363106814914,8
3886501,642708,95,0,416,76.37934429657614,16
10867687,2274610,76,0,626,26.513701740848255,2
7895350,1696224,97,0,536,10.879666292678438,6
5088334,1393081,95,1,397,20.950850405504582,28
8964685,1875120,74,0,568,82.0014913478484,21
1755564,357228,77,1,300,79.91120620500122,29
9430264,628649,94,0,582,57.79304817362466,26
11173774,2006832,96,0,635,58.04134883469227,25
10940139,957724,83,0,628,63.20293396370044,12
3292427,771608,92,0,398,24.029702289875967,5
11809411,2102730,99,0,654,83.15295567399679,2
6248035,1374923,82,0,487,43.50164199136585,16
4890020,295446,84,0,446,40.65108225995979,5
3181719,226532,92,0,395,51.513416422627,15
18167911,4161920,86,1,771,13.757277342004404,12
13083038,889922,84,0,692,23.302669500486353,4
18115977,1228520,89,1,674,69.04268931410964,15
10188053,540243,87,0,605,16.623893434010117,11
9387324,2714113,87,0,581,58.252168757311054,16
12029677,2819480,71,0,660,29.627928774505676,23
19836488,2743641,73,0,895,41.143649123358124,6
16363509,2031266,99,0,790,33.09549894165599,14
19553322,2687131,70,1,709,38.45381731719593,18
17091661,4164611,100,1,666,67.52367241473964,12
7075716,1523703,73,0,512,33.769737249854,27
2502324,240971,87,0,375,55.312371223751775,11
6762105,632441,74,1,413,48.08403217592797,13
13215629,985871,88,0,696,63.09369322901185,21
7171318,1542376,84,1,339,84.94637914598064,23
17771808,4284661,97,1,729,68.60576777682002,11
12134494,1410775,77,1,506,27.195230287260543,23
14299990,789877,89,0,728,12.494650804902774,16
4078226,287689,86,0,422,30.98112354398601,15
2927540,854739,70,0,387,57.60623445602039,21
18992846,2352476,81,0,869,14.114065078740028,28
818408,198304,95,1,300,49.70929977609891,15
9356884,1929070,88,0,580,57.74742791335114,25
11043305,1606634,84,0,631,36.73951126535687,4
9772985,991193,78,1,525,71.67297629966575,11
2398739,192730,76,1,300,18.527860250701742,19
18294649,3727594,71,1,681,16.0110225388647,15
5161029,1257528,100,1,363,68.25510049628826,4
11649697,2457807,98,0,649,49.63930529649588,21
14257649,2603097,78,0,727,65.07219171421889,13
18858746,1140724,79,1,796,44.7861870882997,22
13927105,4068416,71,0,717,29.712162659128545,19
19364474,4834893,88,0,880,75.52818541393597,2
5356447,659943,80,0,460,73.95327031751833,14
7357658,2170454,82,0,520,65.57571766835414,29
1496530,300009,79,1,300,31.771610978397014,4
19878839,3888413,83,0,896,57.21845334952697,16
6731219,1595422,87,0,501,38.87791175520214,21
11792148,2982734,88,0,653,17.326565866130732,20
3864695,827507,91,0,415,83.38508603697943,14
13466064,1104539,78,0,703,20.945490473516912,27
11080030,1491005,94,0,632,86.0189883056642,29
18322698,5167383,76,1,719,45.68046183663646,15
